ID,Date,State,City,Gender,Age Group
1680112.0,31-Dec-19,Mississippi,Petal,male,Adult 18+
1643889.0,31-Dec-19,New York,Kingston,N/A,N/A
1591539.0,31-Dec-19,South Carolina,Orangeburg,female,Adult 18+
1591539.0,31-Dec-19,South Carolina,Orangeburg,female,Adult 18+
1589640.0,31-Dec-19,Florida,Melbourne,male,Adult 18+
1589640.0,31-Dec-19,Florida,Melbourne,male,Adult 18+
1589192.0,31-Dec-19,Missouri,Saint Louis,male,Adult 18+
1589192.0,31-Dec-19,Missouri,Saint Louis,male,Adult 18+
1588159.0,31-Dec-19,New Jersey,Franklin Twp,male,Adult 18+
1588159.0,31-Dec-19,New Jersey,Franklin Twp,male,Adult 18+
1588159.0,31-Dec-19,New Jersey,Franklin Twp,male,Adult 18+
1587973.0,31-Dec-19,North Carolina,Newton,N/A,Teen 12-17
1587973.0,31-Dec-19,North Carolina,Newton,male,Teen 12-17
1587968.0,31-Dec-19,North Carolina,Stem,female,Adult 18+
1587968.0,31-Dec-19,North Carolina,Stem,male,Adult 18+
1587589.0,31-Dec-19,California,Stockton,male,Adult 18+
1587565.0,31-Dec-19,California,San Francisco,male,Teen 12-17
1587331.0,31-Dec-19,Louisiana,Pleasant Hill,male,Adult 18+
1587331.0,31-Dec-19,Louisiana,Pleasant Hill,male,Adult 18+
1587331.0,31-Dec-19,Louisiana,Pleasant Hill,male,Adult 18+
1587331.0,31-Dec-19,Louisiana,Pleasant Hill,male,Adult 18+
1587312.0,31-Dec-19,Texas,San Antonio,male,Adult 18+
1587312.0,31-Dec-19,Texas,San Antonio,male,Adult 18+
1587153.0,31-Dec-19,Texas,Denton,male,Adult 18+
1587153.0,31-Dec-19,Texas,Denton,male,Adult 18+
1587153.0,31-Dec-19,Texas,Denton,male,Adult 18+
1587153.0,31-Dec-19,Texas,Denton,male,Adult 18+
1587153.0,31-Dec-19,Texas,Denton,male,Adult 18+
1586980.0,31-Dec-19,Arizona,Globe,male,Adult 18+
1586928.0,31-Dec-19,Texas,Temple,male,Adult 18+
1586928.0,31-Dec-19,Texas,Temple,male,Adult 18+
1586912.0,31-Dec-19,Michigan,Kalamazoo,male,Adult 18+
1586863.0,31-Dec-19,Texas,Montgomery,female,Adult 18+
1586863.0,31-Dec-19,Texas,Montgomery,male,Adult 18+
1586852.0,31-Dec-19,Texas,Tyler,male,Adult 18+
1586852.0,31-Dec-19,Texas,Tyler,male,Adult 18+
1586802.0,31-Dec-19,Connecticut,Hartford,male,Adult 18+
1586798.0,31-Dec-19,Georgia,Thomasville,male,Adult 18+
1586798.0,31-Dec-19,Georgia,Thomasville,female,Adult 18+
1586660.0,31-Dec-19,California,Whittier,male,Adult 18+
1586646.0,31-Dec-19,California,Bear Valley Springs,male,Adult 18+
