ID,Date,State,City,Gender,Age Group
3252756.0,31-Dec-24,Arkansas,North Little Rock,male,Adult 18+
3252756.0,31-Dec-24,Arkansas,North Little Rock,male,Adult 18+
3180790.0,31-Dec-24,California,San Jose,female,Adult 18+
3180790.0,31-Dec-24,California,San Jose,male,Adult 18+
3135113.0,31-Dec-24,Texas,Port Arthur,N/A,Child 0-11
3135113.0,31-Dec-24,Texas,Port Arthur,male,Adult 18+
3134687.0,31-Dec-24,Colorado,Pueblo,male,Adult 18+
3134687.0,31-Dec-24,Colorado,Pueblo,male,Adult 18+
3132598.0,31-Dec-24,Texas,Port Arthur,male,Child 0-11
3132598.0,31-Dec-24,Texas,Port Arthur,male,Adult 18+
3116583.0,31-Dec-24,Louisiana,Packton,male,Adult 18+
3116583.0,31-Dec-24,Louisiana,Packton,male,Adult 18+
3110848.0,31-Dec-24,Washington,South Hill,female,Adult 18+
3110848.0,31-Dec-24,Washington,South Hill,male,Adult 18+
3110046.0,31-Dec-24,Texas,Fort Worth,female,Teen 12-17
3110046.0,31-Dec-24,Texas,Fort Worth,N/A,N/A
3110046.0,31-Dec-24,Texas,Fort Worth,N/A,N/A
3109834.0,31-Dec-24,North Carolina,Charlotte,female,Adult 18+
3109768.0,31-Dec-24,Indiana,Francisco,male,Adult 18+
3109768.0,31-Dec-24,Indiana,Francisco,female,Adult 18+
3109768.0,31-Dec-24,Indiana,Francisco,male,Adult 18+
3109376.0,31-Dec-24,Ohio,Garfield Heights,N/A,N/A
3108273.0,31-Dec-24,South Carolina,Orangeburg,male,Adult 18+
3108236.0,31-Dec-24,Mississippi,Laurel,male,Child 0-11
3108236.0,31-Dec-24,Mississippi,Laurel,male,Adult 18+
3107985.0,31-Dec-24,Texas,Pasadena,female,Adult 18+
3107953.0,31-Dec-24,Arkansas,Osceola,N/A,Child 0-11
3107792.0,31-Dec-24,Kentucky,Manchester,female,Adult 18+
3107792.0,31-Dec-24,Kentucky,Manchester,female,Adult 18+
3107735.0,31-Dec-24,Tennessee,Morrison,male,Adult 18+
3107735.0,31-Dec-24,Tennessee,Morrison,male,Adult 18+
3107607.0,31-Dec-24,Louisiana,New Orleans,female,Adult 18+
3107607.0,31-Dec-24,Louisiana,New Orleans,male,Adult 18+
3107607.0,31-Dec-24,Louisiana,New Orleans,male,Adult 18+
3107607.0,31-Dec-24,Louisiana,New Orleans,female,Adult 18+
3107515.0,31-Dec-24,California,Port Hueneme,male,Adult 18+
3107515.0,31-Dec-24,California,Port Hueneme,male,Adult 18+
3107500.0,31-Dec-24,California,Vallejo,male,Adult 18+
3107477.0,31-Dec-24,Florida,Hallandale Beach,male,Adult 18+
3107454.0,31-Dec-24,Mississippi,Pickens,male,Adult 18+
3107454.0,31-Dec-24,Mississippi,Pickens,male,Adult 18+
3107454.0,31-Dec-24,Mississippi,Pickens,male,Adult 18+
3107454.0,31-Dec-24,Mississippi,Pickens,male,Adult 18+
3107454.0,31-Dec-24,Mississippi,Pickens,male,Adult 18+
3107454.0,31-Dec-24,Mississippi,Pickens,male,Adult 18+
3107454.0,31-Dec-24,Mississippi,Pickens,male,Adult 18+
3107395.0,31-Dec-24,South Carolina,Conway,male,Adult 18+
3107395.0,31-Dec-24,South Carolina,Conway,female,Adult 18+
3107327.0,31-Dec-24,Iowa,Des Moines,male,Adult 18+
3107319.0,31-Dec-24,Arizona,Phoenix,male,Adult 18+
3107319.0,31-Dec-24,Arizona,Phoenix,male,Adult 18+
3107266.0,31-Dec-24,Ohio,Cleveland,male,N/A
3107251.0,31-Dec-24,Ohio,Cleveland,male,Adult 18+
