ID,Vic-Killed,Vic-Injured,Sus-Killed,Sus-Injured,Sus-Unharmed,Sus-Arrested,Characteristics
1680112.0,1.0,0.0,0.0,0.0,0.0,0.0,"Shot - Dead (murder, accidental, or suicide)
Home Invasion
Home Invasion - Resident killed"
1643889.0,0.0,1.0,0.0,0.0,0.0,0.0,Shot - Wounded/Injured
1591539.0,0.0,1.0,0.0,0.0,1.0,1.0,Shot - Wounded/Injured
1589640.0,1.0,0.0,0.0,0.0,1.0,1.0,"Shot - Dead (murder, accidental, or suicide)
Possession of gun by felon or prohibited person"
1589192.0,0.0,1.0,0.0,0.0,1.0,1.0,"Shot - Wounded/Injured
Drive-by (car to street, car to car)
Road rage"
1588159.0,0.0,1.0,0.0,0.0,2.0,2.0,Shot - Wounded/Injured
1587973.0,0.0,1.0,0.0,0.0,1.0,1.0,Shot - Wounded/Injured
1587968.0,0.0,1.0,0.0,0.0,1.0,1.0,Shot - Wounded/Injured
1587589.0,0.0,1.0,0.0,0.0,0.0,0.0,Shot - Wounded/Injured
1587565.0,0.0,1.0,0.0,0.0,0.0,0.0,Shot - Wounded/Injured
1587331.0,1.0,0.0,0.0,0.0,3.0,3.0,"Shot - Dead (murder, accidental, or suicide)"
1587312.0,0.0,1.0,0.0,0.0,1.0,0.0,"Shot - Wounded/Injured
Drive-by (car to street, car to car)
Road rage"
1587153.0,1.0,0.0,0.0,0.0,4.0,4.0,"Shot - Dead (murder, accidental, or suicide)"
1586980.0,0.0,0.0,1.0,0.0,0.0,0.0,"Shot - Dead (murder, accidental, or suicide)
Officer Involved Incident
Officer Involved Shooting - subject/suspect/perpetrator killed"
1586928.0,0.0,1.0,0.0,0.0,1.0,0.0,Shot - Wounded/Injured
1586912.0,0.0,0.0,0.0,1.0,0.0,1.0,"Shot - Wounded/Injured
Accidental Shooting
Accidental Shooting - Injury
Self-Inflicted (not suicide or suicide attempt - NO PERP)"
1586863.0,1.0,0.0,0.0,0.0,1.0,1.0,"Shot - Dead (murder, accidental, or suicide)
Domestic Violence
Under the influence of alcohol or drugs (only applies to the subject/suspect/perpetrator )
Assault weapon (AR-15, AK-47, and ALL variants defined by law enforcement)"
1586852.0,0.0,1.0,0.0,0.0,1.0,0.0,"Shot - Wounded/Injured
Shootout (where VENN diagram of shooters and victims overlap)"
1586802.0,0.0,1.0,0.0,0.0,0.0,0.0,Shot - Wounded/Injured
1586798.0,0.0,1.0,0.0,0.0,1.0,1.0,"Shot - Wounded/Injured
Domestic Violence"
1586660.0,0.0,1.0,0.0,0.0,0.0,0.0,Shot - Wounded/Injured
1586646.0,0.0,1.0,0.0,0.0,0.0,0.0,"Shot - Wounded/Injured
Accidental Shooting
Accidental Shooting - Injury
Accidental/Negligent Discharge
Under the influence of alcohol or drugs (only applies to the subject/suspect/perpetrator )"
1586587.0,1.0,0.0,0.0,0.0,0.0,0.0,"Shot - Dead (murder, accidental, or suicide)"
1586570.0,0.0,2.0,0.0,0.0,0.0,0.0,Shot - Wounded/Injured
1586464.0,1.0,0.0,0.0,0.0,0.0,0.0,"Shot - Dead (murder, accidental, or suicide)"
1586378.0,1.0,1.0,0.0,0.0,2.0,2.0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Drug Sales or Trafficking
Armed robbery with injury/death and/or evidence of DGU found"
1586373.0,0.0,2.0,0.0,0.0,2.0,2.0,"Shot - Wounded/Injured
Home Invasion
Home Invasion - Resident injured"
1586349.0,1.0,0.0,0.0,0.0,1.0,1.0,"Shot - Dead (murder, accidental, or suicide)"
1586342.0,1.0,0.0,0.0,0.0,0.0,0.0,"Shot - Dead (murder, accidental, or suicide)
Officer Involved Incident
Officer Involved Shooting - subject/suspect/perpetrator killed"
1586323.0,1.0,0.0,0.0,0.0,5.0,5.0,"Shot - Dead (murder, accidental, or suicide)"
1586320.0,0.0,1.0,0.0,0.0,0.0,0.0,Shot - Wounded/Injured
1586318.0,0.0,1.0,0.0,0.0,0.0,0.0,Shot - Wounded/Injured
1586292.0,0.0,1.0,0.0,0.0,1.0,0.0,"Shot - Wounded/Injured
Armed robbery with injury/death and/or evidence of DGU found"
1586246.0,0.0,1.0,0.0,0.0,0.0,0.0,"Shot - Wounded/Injured
Drive-by (car to street, car to car)"
1586222.0,0.0,1.0,0.0,0.0,0.0,0.0,Shot - Wounded/Injured
