ID,Vic-Killed,Vic-Injured,Sus-Killed,Sus-Injured,Sus-Unharmed,Sus-Arrested,Characteristics
3019601,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
1923522,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
1923516,0,1,0,0,0,0,Shot - Wounded/Injured
1052098,1,0,0,0,0,1,"Shot - Dead (murder, accidental, or suicide)"
1031302,1,0,0,0,1,0,"Shot - Dead (murder, accidental, or suicide)"
1025819,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Home Invasion
Home Invasion - Resident killed"
1023659,0,1,0,0,1,0,"Shot - Wounded/Injured
Domestic Violence
Possession of gun by felon or prohibited person"
1021943,0,1,0,0,0,0,"Shot - Wounded/Injured
Drive-by (car to street, car to car)"
1021938,0,2,0,0,0,0,"Shot - Wounded/Injured
Drive-by (car to street, car to car)"
1021362,1,0,0,0,1,1,"Shot - Dead (murder, accidental, or suicide)
Domestic Violence
Possession of gun by felon or prohibited person"
1020965,0,1,0,0,0,0,Shot - Wounded/Injured
1020900,0,0,0,1,1,2,"Shot - Wounded/Injured
Defensive Use
Defensive Use - Victim stops crime
Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator
Defensive Use - Stand Your Ground/Castle Doctrine established
Armed robbery with injury/death and/or evidence of DGU found"
1020462,0,1,0,0,1,0,"Shot - Wounded/Injured
House party / Block Party / Park Party / Private Parties at event spaces / Weddings and Funerals, ETC"
1020460,0,1,0,0,0,0,Shot - Wounded/Injured
1020322,0,1,0,0,1,1,"Shot - Wounded/Injured
Armed robbery with injury/death and/or evidence of DGU found"
1020202,0,1,0,0,0,0,Shot - Wounded/Injured
1020146,0,0,0,1,1,2,"Shot - Wounded/Injured
Defensive Use
Defensive Use - Victim stops crime
Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator
Defensive Use - Stand Your Ground/Castle Doctrine established
Shootout (where VENN diagram of shooters and victims overlap)
Armed robbery with injury/death and/or evidence of DGU found"
1019944,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
1019604,0,1,0,0,0,0,Shot - Wounded/Injured
1019407,1,0,1,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Suicide^
Murder/Suicide"
1019212,0,1,0,0,2,0,Shot - Wounded/Injured
1019165,1,0,0,0,0,1,"Shot - Dead (murder, accidental, or suicide)
Domestic Violence
Armed robbery with injury/death and/or evidence of DGU found"
1019163,0,1,0,0,0,0,Shot - Wounded/Injured
1019120,0,1,0,0,0,0,Shot - Wounded/Injured
1019108,1,0,0,0,1,1,"Shot - Dead (murder, accidental, or suicide)
Bar/club incident - in or around establishment"
1019020,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Accidental Shooting
Accidental Shooting - Death
Accidental/Negligent Discharge"
1019018,0,1,0,0,0,0,"Shot - Wounded/Injured
Bar/club incident - in or around establishment"
1018928,0,2,0,0,1,1,"Shot - Wounded/Injured
Domestic Violence"
