ID,Vic-Killed,Vic-Injured,Sus-Killed,Sus-Injured,Sus-Unharmed,Sus-Arrested,Characteristics
1071325,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Accidental Shooting
Accidental Shooting - Death
Accidental/Negligent Discharge
Self-Inflicted (not suicide or suicide attempt - NO PERP)"
825045,1,0,0,0,2,2,"Shot - Dead (murder, accidental, or suicide)"
772198,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
763736,0,1,0,0,1,1,Shot - Wounded/Injured
755970,1,0,0,0,1,1,"Shot - Dead (murder, accidental, or suicide)
Accidental Shooting
Accidental Shooting - Death
Accidental/Negligent Discharge
Child Involved Incident
Child killed self
Child killed (not child shooter)"
747691,1,0,0,0,1,1,"Shot - Dead (murder, accidental, or suicide)"
745133,0,1,0,0,1,0,"Shot - Wounded/Injured
Domestic Violence"
745131,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
745128,1,0,0,0,1,1,"Shot - Dead (murder, accidental, or suicide)
Armed robbery with injury/death and/or evidence of DGU found"
743569,0,1,0,0,0,0,"Shot - Wounded/Injured
Accidental Shooting
Accidental Shooting - Injury
Accidental/Negligent Discharge
Hunting accident"
743260,0,1,0,0,1,1,"Shot - Wounded/Injured
Drive-by (car to street, car to car)"
743211,0,1,0,0,0,0,"Shot - Wounded/Injured
Accidental Shooting
Accidental Shooting - Injury
Accidental/Negligent Discharge"
743155,1,1,0,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)"
743016,0,1,0,0,1,0,"Shot - Wounded/Injured
Accidental Shooting
Accidental Shooting - Injury
Accidental/Negligent Discharge"
742938,0,1,0,0,0,0,"Shot - Wounded/Injured
Accidental Shooting
Accidental Shooting - Injury
Accidental/Negligent Discharge
Stray bullet"
742926,0,1,0,0,0,0,"Shot - Wounded/Injured
Accidental Shooting
Accidental Shooting - Injury
Accidental/Negligent Discharge
Stray bullet"
742697,0,1,0,0,0,0,Shot - Wounded/Injured
742643,1,0,1,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Suicide^
Murder/Suicide
Domestic Violence"
742566,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
742303,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Suicide^"
742287,0,1,0,0,1,0,"Shot - Wounded/Injured
Accidental Shooting
Accidental Shooting - Injury
Hunting accident"
742091,0,0,1,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Suicide^
Officer Involved Incident
Officer Involved Shooting - subject/suspect/perpetrator killed
Officer Involved Shooting - subject/suspect/perpetrator suicide at standoff"
742088,1,0,1,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Suicide^
Murder/Suicide
Domestic Violence"
741882,0,2,0,0,0,0,"Shot - Wounded/Injured
Drive-by (car to street, car to car)"
741777,1,0,0,0,2,2,"Shot - Dead (murder, accidental, or suicide)
Drug Sales or Trafficking
Armed robbery with injury/death and/or evidence of DGU found"
741738,0,1,0,0,0,0,"Shot - Wounded/Injured
Accidental Shooting
Accidental Shooting - Injury
Accidental/Negligent Discharge"
741718,0,0,1,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
741580,1,1,0,0,1,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)"
741409,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Suicide^"
741322,1,0,0,0,1,1,"Shot - Dead (murder, accidental, or suicide)
Accidental Shooting
Accidental Shooting - Death
Accidental/Negligent Discharge
Thought gun was unloaded
Playing with gun"
741194,0,1,0,0,2,0,"Shot - Wounded/Injured
Accidental Shooting
Accidental Shooting - Injury"
741125,1,0,0,0,1,1,"Shot - Dead (murder, accidental, or suicide)
Under the influence of alcohol or drugs (only applies to the subject/suspect/perpetrator )"
741084,0,1,0,0,0,0,"Shot - Wounded/Injured
Accidental Shooting
Accidental Shooting - Injury
Accidental/Negligent Discharge"
740960,0,1,0,0,1,1,Shot - Wounded/Injured
740880,0,1,0,0,0,0,Shot - Wounded/Injured
740875,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Accidental Shooting
Accidental Shooting - Death"
740871,0,1,0,0,0,0,"Shot - Wounded/Injured
Accidental Shooting
Accidental Shooting - Injury
Accidental/Negligent Discharge
Self-Inflicted (not suicide or suicide attempt - NO PERP)
Under the influence of alcohol or drugs (only applies to the subject/suspect/perpetrator )"
740719,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Accidental Shooting
Accidental Shooting - Death
Accidental/Negligent Discharge
Self-Inflicted (not suicide or suicide attempt - NO PERP)"
740634,0,1,0,0,0,0,Shot - Wounded/Injured
740626,1,0,0,0,1,1,"Shot - Dead (murder, accidental, or suicide)"
740620,0,1,0,0,0,0,Shot - Wounded/Injured
740606,0,1,0,0,3,0,"Shot - Wounded/Injured
Armed robbery with injury/death and/or evidence of DGU found"
740599,1,0,0,0,1,1,"Shot - Dead (murder, accidental, or suicide)
Drug Sales or Trafficking"
740552,1,1,0,0,1,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)"
740534,0,1,0,0,0,0,"Shot - Wounded/Injured
Accidental Shooting
Accidental Shooting - Injury
Accidental/Negligent Discharge
Self-Inflicted (not suicide or suicide attempt - NO PERP)"
740447,2,2,0,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)"
740234,0,1,0,0,0,0,"Shot - Wounded/Injured
Drive-by (car to street, car to car)"
740187,1,0,1,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Suicide^
Murder/Suicide
Domestic Violence"
740172,0,1,0,0,0,0,"Shot - Wounded/Injured
Accidental Shooting
Accidental Shooting - Injury
Accidental/Negligent Discharge
Self-Inflicted (not suicide or suicide attempt - NO PERP)
Playing with gun
Child Involved Incident
Child injured self"
740161,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
740145,0,1,0,0,1,1,Shot - Wounded/Injured
740042,1,1,0,0,1,1,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
House party / Block Party / Park Party / Private Parties at event spaces / Weddings and Funerals, ETC"
739979,0,3,0,0,0,0,"Shot - Wounded/Injured
Drive-by (car to street, car to car)"
739966,0,1,0,0,0,0,Shot - Wounded/Injured
739947,0,1,0,0,1,1,Shot - Wounded/Injured
739893,0,1,0,0,0,0,Shot - Wounded/Injured
739864,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
739764,1,0,0,0,1,1,"Shot - Dead (murder, accidental, or suicide)"
739754,1,0,0,0,1,0,"Shot - Dead (murder, accidental, or suicide)
Drive-by (car to street, car to car)"
739734,0,0,1,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Suicide^"
739724,0,1,0,0,0,0,"Shot - Wounded/Injured
Home Invasion
Home Invasion - Resident injured"
739703,0,1,0,0,1,0,"Shot - Wounded/Injured
Armed robbery with injury/death and/or evidence of DGU found"
739699,0,1,0,0,0,0,"Shot - Wounded/Injured
Accidental Shooting
Accidental Shooting - Injury
Accidental/Negligent Discharge
Self-Inflicted (not suicide or suicide attempt - NO PERP)"
739697,0,1,0,0,0,0,Shot - Wounded/Injured
739691,1,2,0,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Bar/club incident - in or around establishment"
739656,1,0,0,0,2,2,"Shot - Dead (murder, accidental, or suicide)
Drug Sales or Trafficking"
739651,1,0,0,0,3,3,"Shot - Dead (murder, accidental, or suicide)
Armed robbery with injury/death and/or evidence of DGU found"
739639,1,1,0,0,1,1,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Shootout (where VENN diagram of shooters and victims overlap)
Bar/club incident - in or around establishment"
739569,0,1,0,0,1,1,"Shot - Wounded/Injured
Domestic Violence"
739567,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
739561,0,0,0,2,0,2,"Shot - Wounded/Injured
Shootout (where VENN diagram of shooters and victims overlap)"
739545,0,1,0,0,1,1,Shot - Wounded/Injured
739539,0,1,0,0,0,0,Shot - Wounded/Injured
739533,0,1,0,0,2,0,"Shot - Wounded/Injured
House party / Block Party / Park Party / Private Parties at event spaces / Weddings and Funerals, ETC"
739498,0,0,1,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Home Invasion
Home Invasion - subject/suspect/perpetrator killed
Defensive Use
Defensive Use - Victim stops crime
Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator
Defensive Use - Stand Your Ground/Castle Doctrine established"
739496,0,1,0,0,0,0,"Shot - Wounded/Injured
Bar/club incident - in or around establishment"
739493,0,2,0,1,0,0,Shot - Wounded/Injured
739491,0,1,0,0,0,0,Shot - Wounded/Injured
739489,0,1,0,0,0,0,Shot - Wounded/Injured
739481,0,1,0,0,1,0,"Shot - Wounded/Injured
Accidental Shooting
Accidental Shooting - Injury
Accidental/Negligent Discharge
Child Involved Incident
Child injured by child"
739466,1,0,0,0,1,1,"Shot - Dead (murder, accidental, or suicide)
Accidental Shooting
Accidental Shooting - Death
Accidental/Negligent Discharge
Playing with gun"
739456,0,2,0,0,0,0,"Shot - Wounded/Injured
Accidental Shooting
Accidental Shooting - Injury
Accidental/Negligent Discharge
Self-Inflicted (not suicide or suicide attempt - NO PERP)"
739368,0,2,0,0,0,0,Shot - Wounded/Injured
739366,0,1,0,0,0,0,Shot - Wounded/Injured
739348,0,1,0,0,1,0,Shot - Wounded/Injured
739346,0,1,0,0,0,0,Shot - Wounded/Injured
739341,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)
House party / Block Party / Park Party / Private Parties at event spaces / Weddings and Funerals, ETC"
739310,0,1,0,0,0,0,"Shot - Wounded/Injured
Accidental Shooting
Accidental Shooting - Injury
Accidental/Negligent Discharge
Child Involved Incident
Child injured (not child shooter)"
739296,1,0,1,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Suicide^
Murder/Suicide
Domestic Violence"
739284,0,1,0,0,0,0,Shot - Wounded/Injured
739278,0,0,0,1,0,1,"Shot - Wounded/Injured
Defensive Use
Defensive Use - Victim stops crime
Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator
Armed robbery with injury/death and/or evidence of DGU found"
739255,0,1,0,0,0,1,"Shot - Wounded/Injured
Accidental Shooting
Accidental Shooting - Injury
Accidental/Negligent Discharge"
739253,0,1,0,0,0,0,Shot - Wounded/Injured
739248,0,1,0,0,0,0,Shot - Wounded/Injured
739242,0,1,0,0,1,1,"Shot - Wounded/Injured
Armed robbery with injury/death and/or evidence of DGU found"
739240,0,1,0,0,0,0,Shot - Wounded/Injured
739236,0,1,0,0,1,0,Shot - Wounded/Injured
739232,0,1,0,0,0,0,Shot - Wounded/Injured
739230,0,1,0,0,0,0,"Shot - Wounded/Injured
Drive-by (car to street, car to car)"
739227,0,2,0,0,0,0,"Shot - Wounded/Injured
Drive-by (car to street, car to car)"
739221,0,0,0,1,0,0,"Shot - Wounded/Injured
Defensive Use
Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator
Shootout (where VENN diagram of shooters and victims overlap)
Armed robbery with injury/death and/or evidence of DGU found"
739200,0,1,0,0,1,1,Shot - Wounded/Injured
739193,0,1,0,0,0,0,Shot - Wounded/Injured
739160,0,1,0,0,0,0,Shot - Wounded/Injured
739107,0,0,1,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Officer Involved Incident
Officer Involved Shooting - subject/suspect/perpetrator killed
Officer Involved Shooting - subject/suspect/perpetrator unarmed - may have other weapons
Drug Sales or Trafficking
Under the influence of alcohol or drugs (only applies to the subject/suspect/perpetrator )"
739098,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
