ID,Vic-Killed,Vic-Injured,Sus-Killed,Sus-Injured,Sus-Unharmed,Sus-Arrested,Characteristics
3197504,1,0,0,0,1,1,"Shot - Dead (murder, accidental, or suicide)
Gang involvement
Possession of gun by felon or prohibited person"
3003499,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
3003492,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
3003483,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
3003473,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
2578808,1,0,0,1,0,1,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Accidental Shooting
Self-Inflicted (not suicide or suicide attempt - NO PERP)
House party / Block Party / Park Party / Private Parties at event spaces / Weddings and Funerals, ETC
Possession of gun by felon or prohibited person"
2327826,1,0,0,0,1,1,"Shot - Dead (murder, accidental, or suicide)
Domestic Violence
Under the influence of alcohol or drugs (only applies to the subject/suspect/perpetrator )
Possession of gun by felon or prohibited person"
2004273,0,1,0,0,1,1,Shot - Wounded/Injured
1927121,0,1,0,0,1,1,Shot - Wounded/Injured
1911323,0,1,0,0,1,1,"Shot - Wounded/Injured
Possession of gun by felon or prohibited person"
1901550,1,0,0,0,2,2,"Shot - Dead (murder, accidental, or suicide)"
1896749,0,3,0,0,0,0,Shot - Wounded/Injured
1896728,0,1,0,0,0,0,"Shot - Wounded/Injured
Accidental Shooting
Accidental Shooting - Injury
Stray bullet
Child Involved Incident
Child injured (not child shooter)"
1896724,0,1,0,0,0,0,"Shot - Wounded/Injured
Drive-by (car to street, car to car)"
1896527,0,1,0,0,1,1,"Shot - Wounded/Injured
Accidental Shooting
Accidental Shooting - Injury
Accidental/Negligent Discharge"
1895661,0,1,0,0,1,1,"Shot - Wounded/Injured
Possession of gun by felon or prohibited person"
1895560,0,1,0,0,0,0,Shot - Wounded/Injured
1895344,0,1,0,0,1,1,"Shot - Wounded/Injured
Domestic Violence"
1895216,1,0,0,0,1,1,"Shot - Dead (murder, accidental, or suicide)
Domestic Violence"
1894743,0,1,0,0,0,0,Shot - Wounded/Injured
1894226,0,1,0,0,0,0,Shot - Wounded/Injured
1894198,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
1894112,0,1,0,0,0,0,Shot - Wounded/Injured
1894110,0,1,0,0,0,0,Shot - Wounded/Injured
1894107,0,1,0,0,0,0,Shot - Wounded/Injured
1894105,0,1,0,0,0,0,Shot - Wounded/Injured
1893126,0,1,0,0,1,1,Shot - Wounded/Injured
1892750,0,0,0,1,0,1,"Shot - Wounded/Injured
Defensive Use
Defensive Use - Victim stops crime
Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator"
1892680,0,1,0,0,0,0,Shot - Wounded/Injured
1892535,2,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Shootout (where VENN diagram of shooters and victims overlap)"
1892533,1,0,0,0,1,1,"Shot - Dead (murder, accidental, or suicide)"
1892529,0,1,0,0,0,0,Shot - Wounded/Injured
1892501,0,1,0,0,0,0,Shot - Wounded/Injured
1892493,0,1,0,0,0,0,Shot - Wounded/Injured
1892450,0,1,0,0,1,0,Shot - Wounded/Injured
1892436,1,0,0,0,3,3,"Shot - Dead (murder, accidental, or suicide)
Gang involvement
Convenience Store/Bodega [7-Eleven, Wawa, Stop-N-Go, ETC]
Gasoline/Charging Station [Shell, Mobil, Tesla, ETC]
Possession of gun by felon or prohibited person"
1892424,1,0,0,0,1,1,"Shot - Dead (murder, accidental, or suicide)"
1892382,1,0,0,0,1,0,"Shot - Dead (murder, accidental, or suicide)"
1892377,0,1,0,0,1,0,Shot - Wounded/Injured
1892347,0,2,0,0,0,0,Shot - Wounded/Injured
1892317,0,1,0,0,0,0,Shot - Wounded/Injured
1892288,0,1,0,0,0,0,Shot - Wounded/Injured
1892254,0,1,0,0,2,1,"Shot - Wounded/Injured
Armed robbery with injury/death and/or evidence of DGU found"
1892242,0,1,0,0,3,2,"Shot - Wounded/Injured
Home Invasion
Home Invasion - Resident injured
Armed robbery with injury/death and/or evidence of DGU found"
1892225,1,0,0,0,1,1,"Shot - Dead (murder, accidental, or suicide)"
1892220,1,0,0,1,0,1,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)"
1892195,0,1,0,0,4,3,"Shot - Wounded/Injured
Officer Involved Incident
Officer Involved Shooting - Officer shot"
1892182,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
1892180,0,1,0,0,0,0,"Shot - Wounded/Injured
Accidental Shooting
Accidental Shooting - Injury
Accidental/Negligent Discharge
Stray bullet
Child Involved Incident
Child injured (not child shooter)"
1892174,0,2,0,0,1,1,"Shot - Wounded/Injured
House party / Block Party / Park Party / Private Parties at event spaces / Weddings and Funerals, ETC"
1892137,2,0,0,0,1,1,"Shot - Dead (murder, accidental, or suicide)
Defensive Use
Defensive use - No shots fired
Domestic Violence"
1892104,0,3,1,2,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Shootout (where VENN diagram of shooters and victims overlap)"
1892075,0,1,0,0,0,0,Shot - Wounded/Injured
1892070,0,1,0,0,0,0,Shot - Wounded/Injured
1892024,0,1,0,0,0,0,Shot - Wounded/Injured
1892011,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
1891938,0,1,0,0,0,0,"Shot - Wounded/Injured
Armed robbery with injury/death and/or evidence of DGU found"
1891912,0,1,0,0,0,0,"Shot - Wounded/Injured
Drive-by (car to street, car to car)"
1891901,1,0,0,0,2,2,"Shot - Dead (murder, accidental, or suicide)
Gang involvement
Armed robbery with injury/death and/or evidence of DGU found"
1891865,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
1891805,0,0,1,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Officer Involved Incident
Officer Involved Shooting - subject/suspect/perpetrator killed"
1891783,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
1891767,0,1,0,0,0,0,Shot - Wounded/Injured
1891753,0,1,0,0,1,0,Shot - Wounded/Injured
1891739,0,0,1,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Defensive Use
Defensive Use - Victim stops crime
Defensive Use - Stand Your Ground/Castle Doctrine established"
1891729,0,1,0,0,0,0,Shot - Wounded/Injured
1891714,0,1,0,0,1,1,Shot - Wounded/Injured
1891691,0,1,0,0,1,0,Shot - Wounded/Injured
1891688,1,0,0,0,1,1,"Shot - Dead (murder, accidental, or suicide)"
1891683,0,1,0,0,1,1,"Shot - Wounded/Injured
Accidental Shooting
Accidental Shooting - Injury
Accidental/Negligent Discharge
Child Involved Incident
Child injured (not child shooter)"
1891668,0,2,0,0,0,0,Shot - Wounded/Injured
1891661,0,1,0,0,1,1,"Shot - Wounded/Injured
Officer Involved Incident
Officer Involved Shooting - Officer shot
Shootout (where VENN diagram of shooters and victims overlap)"
1891648,0,1,0,0,1,1,Shot - Wounded/Injured
1891630,0,1,0,0,0,0,Shot - Wounded/Injured
1891626,0,1,0,0,0,0,"Shot - Wounded/Injured
Drive-by (car to street, car to car)"
1891624,0,1,0,0,0,0,Shot - Wounded/Injured
1891611,0,1,0,0,0,0,Shot - Wounded/Injured
1891559,1,1,0,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)"
1891550,0,1,0,0,0,0,Shot - Wounded/Injured
1891545,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
1891543,0,1,0,0,0,0,Shot - Wounded/Injured
1891541,1,0,0,0,1,0,"Shot - Dead (murder, accidental, or suicide)"
1891539,0,1,0,0,0,0,Shot - Wounded/Injured
1891530,0,1,0,0,0,0,"Shot - Wounded/Injured
Accidental Shooting
Accidental Shooting - Injury
Accidental/Negligent Discharge
Self-Inflicted (not suicide or suicide attempt - NO PERP)"
1891526,0,1,0,0,2,0,Shot - Wounded/Injured
1891523,0,1,0,0,1,0,"Shot - Wounded/Injured
Armed robbery with injury/death and/or evidence of DGU found"
1891511,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
1891490,0,2,0,0,1,1,"Shot - Wounded/Injured
Drive-by (car to street, car to car)"
1891485,1,1,0,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)"
1891466,0,1,0,0,0,0,Shot - Wounded/Injured
1891461,1,3,0,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Bar/club incident - in or around establishment"
1891446,0,2,0,0,0,0,Shot - Wounded/Injured
1891422,0,1,0,0,1,0,Shot - Wounded/Injured
1891420,0,1,0,0,0,0,Shot - Wounded/Injured
1891389,0,1,0,0,0,0,Shot - Wounded/Injured
1891386,0,2,0,0,0,0,Shot - Wounded/Injured
